playerName,seasonStartYear,inflationAdjSalary,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,target
Chris Whitney,1999,2730,18,2,5,1,2,1,1,0,1,1,2,0,0,1,1,6,7
Tyronn Lue,2003,2729,21,3,7,0,2,1,1,0,1,1,3,0,0,1,1,8,7
Fred Jones,2005,2717,23,2,6,0,2,1,1,0,1,2,2,0,0,1,1,7,7
Denzel Valentine,2017,2706,20,2,7,1,4,0,0,0,3,3,2,0,0,1,1,7,7
Brandon Rush,2012,2702,20,2,5,1,2,0,0,0,2,2,0,0,0,0,1,6,7
Rodney White,2002,2697,14,2,6,0,1,0,1,0,1,2,1,0,0,1,1,6,7
Michael Cage,1997,2697,14,0,1,0,0,0,0,1,2,3,0,0,0,0,1,1,7
Damon Jones,2003,2691,19,2,5,1,3,0,0,0,1,1,2,0,0,0,1,6,7
Kedrick Brown,2002,2688,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,7
Guerschon Yabusele,2017,2684,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,7
Seth Curry,2016,2680,21,3,7,1,3,0,1,0,1,1,1,0,0,0,1,9,7
Willie Green,2008,2672,19,3,7,0,2,0,1,0,1,1,1,0,0,0,1,8,7
Jon Barry,2000,2667,17,2,4,0,2,1,1,0,1,2,2,0,0,1,1,6,7
Julian Wright,2008,2667,12,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,7
Vincent Poirier,2019,2657,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,7
Daequan Cook,2009,2638,16,2,5,1,3,0,0,0,1,2,0,0,0,0,1,6,7
Brandon Clarke,2019,2629,22,5,8,0,1,1,1,1,4,5,1,0,0,0,1,12,7
Robert Traylor,2001,2628,13,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,7
Shelden Williams,2008,2614,14,1,3,0,0,1,1,1,2,4,0,0,0,0,2,4,7
Hubert Davis,1999,2611,22,2,6,0,2,0,0,0,1,1,1,0,0,0,1,7,7
Kevin Huerter,2018,2611,28,4,9,2,5,0,0,0,2,3,3,0,0,1,2,10,7
Georgios Papagiannis,2017,2609,11,1,3,0,0,0,0,0,2,3,0,0,0,0,1,4,7
Michael Carter-Williams,2016,2604,24,3,9,0,1,2,3,0,3,4,4,1,0,2,2,10,7
Dan Dickau,2004,2604,14,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5,7
Frank Brickowski,1996,2600,14,1,4,0,1,0,0,0,1,2,0,0,0,1,2,4,7
Cory Alexander,1999,2599,16,2,5,0,2,1,1,0,1,1,2,0,0,1,1,6,7
Sam Mitchell,1998,2596,19,2,6,0,0,1,2,0,2,2,1,0,0,0,1,7,7
Justin Holiday,2015,2592,22,2,7,1,4,0,1,0,2,2,1,0,0,0,1,8,7
Khalid Reeves,1997,2588,21,2,6,0,2,1,2,0,1,1,3,0,0,1,2,7,7
Shawn Respert,1996,2586,13,1,4,0,1,0,1,0,0,1,0,0,0,0,1,4,7
Jamie Feick,1999,2582,20,1,4,0,0,0,1,2,4,7,0,0,0,0,2,4,7
Jarvis Hayes,2006,2579,22,3,7,0,2,0,1,0,2,3,1,0,0,0,1,8,7
Festus Ezeli,2014,2576,12,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,7
Kevin Gamble,1997,2569,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,7
Al Thornton,2008,2565,27,4,10,0,0,2,3,1,2,4,1,0,0,1,2,11,7
Daniel Theis,2018,2564,17,2,4,0,1,1,1,1,3,4,1,0,0,0,2,6,7
George McCloud,1999,2563,24,3,8,1,3,1,1,0,2,3,2,0,0,1,2,9,7
Keith Closs,1998,2551,12,1,3,0,0,0,1,1,1,2,0,0,1,0,1,3,7
Brian Cook,2007,2536,12,2,4,0,1,0,0,0,1,2,0,0,0,0,1,5,7
Samaki Walker,2000,2530,15,1,4,0,0,1,1,1,3,4,0,0,0,0,1,5,7
Grant Williams,2019,2524,13,1,2,0,1,0,0,0,1,2,0,0,0,0,2,3,7
Shelvin Mack,2014,2519,17,2,5,0,2,0,1,0,1,1,3,0,0,1,1,6,7
Johnny Newman,1998,2511,22,3,7,0,1,2,3,0,1,1,1,0,0,1,2,9,7
Tyler Zeller,2015,2509,16,2,5,0,0,1,1,1,2,4,0,0,0,0,2,6,7
Felton Spencer,1998,2508,11,1,2,0,0,0,1,1,2,3,0,0,0,0,2,2,7
Josh Okogie,2018,2508,23,2,6,0,2,1,2,0,2,3,1,1,0,1,2,8,7
James Jones,2009,2501,14,1,4,1,2,0,0,0,1,1,0,0,0,0,1,4,7
Brian Skinner,2004,2499,17,1,3,0,0,0,1,1,3,4,0,0,0,0,2,4,7
Terry Mills,1998,2495,20,2,6,1,3,0,0,0,3,4,1,0,0,0,2,7,7
John Collins,2018,2492,27,6,11,0,2,2,3,2,5,8,1,0,1,1,3,16,7
Rex Walters,1997,2491,12,1,3,0,1,0,0,0,1,1,1,0,0,0,1,4,7
Darius Miller,2015,2486,19,2,4,1,3,0,0,0,1,1,1,0,0,0,1,5,7
Sebastian Telfair,2008,2485,21,2,7,0,2,1,1,0,1,1,3,0,0,1,2,7,7
Rashad McCants,2006,2480,19,3,8,1,3,1,1,0,1,2,1,0,0,1,2,9,7
Walter Herrmann,2007,2476,11,1,4,0,1,0,0,0,1,2,0,0,0,0,0,5,7
Rasual Butler,2008,2474,20,2,6,1,3,0,0,0,1,2,0,0,0,0,1,7,7
Vassilis Spanoulis,2006,2472,8,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,7
Shabazz Muhammad,2015,2470,16,3,7,0,1,1,2,1,1,2,0,0,0,0,1,8,7
Johan Petro,2008,2461,14,2,4,0,0,0,0,1,2,3,0,0,0,0,2,4,7
Michael Curry,2000,2459,19,1,3,0,0,1,1,0,1,1,1,0,0,0,2,4,7
Greg Graham,1996,2458,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,7
Eric Murdock,1998,2458,17,2,5,0,1,1,1,0,1,1,2,1,0,1,1,6,7
Blue Edwards,1997,2447,21,3,7,0,1,1,2,0,1,2,2,0,0,1,2,8,7
Muggsy Bogues,1999,2437,23,2,5,0,0,0,1,0,1,1,4,1,0,1,1,6,7
Jackie Butler,2006,2434,11,1,3,0,0,1,1,1,1,2,0,0,0,1,2,4,7
Juan Dixon,2005,2433,18,3,7,0,2,1,1,0,1,1,1,0,0,1,1,8,7
Damien Wilkins,2008,2430,18,2,5,0,1,1,1,0,1,2,1,0,0,0,1,6,7
Lorenzo Williams,1999,2429,10,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,7
Buck Williams,1997,2425,18,2,4,0,0,1,2,2,2,4,0,0,0,0,2,5,7
Darius Bazley,2019,2423,17,2,5,0,2,0,1,0,3,4,0,0,0,0,0,5,7
Yaroslav Korolev,2005,2417,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Grayson Allen,2018,2408,14,2,5,1,3,1,1,0,1,1,0,0,0,0,1,7,7
Brian Scalabrine,2006,2405,12,1,2,0,1,0,0,0,1,1,0,0,0,0,1,3,7
Terry Davis,1998,2393,18,1,2,0,0,0,1,2,2,5,0,0,0,0,2,3,7
Harry Giles,2018,2392,13,3,5,0,0,0,1,1,2,3,1,0,0,1,2,6,7
Patrick O'Bryant,2007,2388,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,7
Corie Blount,1999,2387,16,1,3,0,0,0,0,1,2,4,0,0,0,0,2,3,7
Lucas Nogueira,2015,2385,11,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,7
Ed O'Bannon,1996,2377,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,3,7
Ibo Kutluay,2004,2375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Walter McCarty,2000,2373,16,1,4,0,2,0,0,0,1,2,1,0,0,0,2,5,7
John Wallace,1999,2364,15,2,6,0,0,1,2,0,1,2,0,0,0,1,1,7,7
Trajan Langdon,2000,2364,14,1,4,0,1,1,1,0,1,1,1,0,0,0,1,5,7
Kelenna Azubuike,2008,2355,22,3,8,0,2,1,2,1,2,3,1,0,0,0,1,10,7
Anthony Randolph,2011,2355,14,2,5,0,0,1,2,1,2,4,0,0,0,1,1,7,7
Aaron Brooks,2012,2348,20,3,8,1,3,1,1,0,1,1,2,0,0,1,1,9,7
John Amaechi,2001,2347,16,2,5,0,0,1,2,0,1,2,0,0,0,1,1,6,7
Mike Muscala,2016,2347,14,1,4,0,1,0,0,0,2,3,0,0,0,0,1,5,7
John Salley,1997,2345,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7
Reggie Bullock,2016,2340,19,2,5,1,3,0,0,0,1,2,1,0,0,0,1,6,7
Kevin Ollie,2003,2333,14,1,3,0,0,1,1,0,1,1,2,0,0,0,1,3,7
Delonte West,2008,2329,27,3,8,0,2,1,1,0,2,2,3,1,0,1,1,9,7
Ty Jerome,2019,2326,10,1,3,0,1,0,0,0,1,1,1,0,0,0,0,3,7
Chandler Hutchison,2018,2310,19,2,5,0,1,0,1,0,3,4,0,0,0,0,1,6,7
Brooks Thompson,1996,2310,12,1,4,1,2,0,0,0,0,1,2,0,0,1,1,5,7
Gerald Wilkins,1997,2305,22,3,7,0,2,1,1,0,1,1,1,0,0,1,1,7,7
Erick Strickland,2000,2299,19,2,6,0,2,1,1,0,2,2,2,0,0,1,1,7,7
Terrance Ferguson,2018,2296,19,1,4,1,2,0,0,0,0,1,0,0,0,0,2,4,7
Sean May,2007,2287,15,2,5,0,0,1,1,1,2,4,0,0,0,1,1,6,7
Acie Earl,1996,2282,10,1,3,0,0,1,1,0,1,2,0,0,0,0,1,4,7
Steve Novak,2011,2272,11,1,3,1,2,0,0,0,1,1,0,0,0,0,0,4,7
Kirk Snyder,2005,2264,16,2,5,0,1,1,1,0,1,2,1,0,0,0,1,6,7
Anthony Johnson,2003,2242,18,2,5,0,1,0,1,0,1,1,2,0,0,1,1,5,7
Lee Mayberry,1997,2237,22,1,4,0,2,0,0,0,1,1,4,0,0,1,2,4,7
Acie Law,2008,2236,11,1,3,0,0,0,1,0,0,0,1,0,0,0,1,3,7
Duane Ferrell,1997,2234,12,1,3,0,0,0,1,0,0,1,0,0,0,0,1,4,7
Trey Burke,2016,2233,22,4,9,1,3,1,1,0,1,2,3,0,0,1,1,10,7
Nassir Little,2019,2233,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,7
Chris Copeland,2013,2232,11,2,4,0,2,0,0,0,1,1,0,0,0,0,1,5,7
Aaron Holiday,2018,2219,18,2,6,1,2,0,1,0,1,1,2,0,0,1,1,7,7
Predrag Drobnjak,2002,2218,19,3,7,0,0,1,1,1,2,3,0,0,0,0,1,7,7
Rodney McGruder,2017,2208,20,2,5,0,2,0,0,0,2,3,1,0,0,0,1,5,7
Cameron Payne,2017,2208,15,2,5,0,2,0,0,0,1,1,2,0,0,1,1,5,7
Jarrett Allen,2018,2205,23,3,6,0,0,2,3,2,5,7,1,0,1,1,2,10,7
Rashad Vaughn,2016,2202,11,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,7
Sam Dekker,2016,2195,14,2,4,0,1,0,0,0,2,3,0,0,0,0,0,5,7
Tom Hammonds,1998,2194,15,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4,7
Jordan Farmar,2011,2183,18,2,6,1,2,0,1,0,1,1,2,0,0,1,1,7,7
Dante Cunningham,2013,2175,19,2,5,0,0,0,0,1,2,3,0,0,0,0,1,5,7
Jamario Moon,2008,2161,21,2,5,0,1,0,0,0,3,4,0,0,0,0,1,6,7
Richaun Holmes,2017,2158,18,3,5,0,0,1,1,1,3,4,0,0,0,0,2,8,7
Alonzo Gee,2013,2151,21,2,5,0,1,1,1,0,2,3,1,0,0,1,1,6,7
Keith Bogans,2008,2144,21,2,5,1,3,0,1,0,2,2,1,0,0,0,1,6,7
Terrence Williams,2010,2139,18,2,6,0,1,0,1,0,3,3,2,0,0,1,1,6,7
Luke Jackson,2005,2138,9,1,3,0,1,0,1,0,0,1,0,0,0,0,0,3,7
Gerald Green,2011,2135,18,3,8,1,3,1,1,0,1,2,0,0,0,1,1,9,7
Kevon Looney,2017,2135,14,1,3,0,0,0,1,1,2,3,0,0,0,0,1,4,7
Stanislav Medvedenko,2003,2132,11,2,4,0,0,0,1,1,1,2,0,0,0,0,1,5,7
Malik Beasley,2017,2132,17,3,6,1,3,0,0,0,1,2,0,0,0,0,1,8,7
Wang Zhizhi,2002,2131,8,1,3,0,1,0,1,0,1,1,0,0,0,0,1,4,7
Mark Madsen,2004,2130,11,0,1,0,0,0,0,1,1,2,0,0,0,0,1,2,7
Anfernee Simons,2018,2130,16,2,6,0,2,0,1,0,1,1,1,0,0,0,1,6,7
Eric Maynor,2011,2128,13,1,4,0,1,0,0,0,1,1,2,0,0,1,1,4,7
Shawne Williams,2010,2125,16,2,5,0,2,0,0,0,2,3,0,0,0,0,2,5,7
Yogi Ferrell,2017,2123,19,2,6,1,3,1,1,0,1,2,2,0,0,0,1,7,7
Bryn Forbes,2017,2121,21,3,7,1,4,0,0,0,1,1,1,0,0,0,1,8,7
Austin Daye,2011,2121,13,1,4,0,1,0,0,0,2,2,0,0,0,0,1,5,7
Joe Alexander,2009,2116,10,1,3,0,0,0,1,0,1,1,0,0,0,0,1,4,7
OG Anunoby,2018,2116,23,3,6,1,3,0,1,0,2,3,0,0,0,0,2,7,7
Omri Casspi,2013,2112,19,2,6,0,2,1,1,0,3,4,1,0,0,1,1,7,7
Earl Clark,2011,2112,13,1,4,0,0,0,0,0,2,3,0,0,0,0,1,4,7
Melvin Ely,2006,2105,15,2,4,0,0,1,1,1,2,3,0,0,0,1,2,5,7
Cedric Simmons,2007,2105,8,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,7
Malik Sealy,1997,2104,26,3,9,0,1,2,2,0,2,3,1,1,0,1,2,10,7
Vernon Maxwell,1998,2102,20,3,9,1,4,1,2,0,1,1,1,0,0,1,1,9,7
Tony Dumas,1996,2098,10,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,7
Mfiondu Kabengele,2019,2097,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,7
Maurice Evans,2006,2097,18,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6,7
Gary Trent,1999,2092,18,3,6,0,0,1,2,1,2,4,0,0,0,1,2,8,7
Derek Harper,1997,2090,26,3,7,0,2,0,1,0,1,1,3,1,0,1,1,8,7
Henry Ellenson,2017,2089,8,1,3,0,1,0,0,0,2,2,0,0,0,0,0,4,7
Reece Gaines,2004,2086,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Jordan Poole,2019,2084,21,2,8,1,4,1,2,0,1,2,2,0,0,1,1,8,7
Marcus Haislip,2004,2083,9,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,7
Hilton Armstrong,2008,2079,10,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,7
Antoine Wright,2007,2077,18,2,4,0,1,0,1,0,1,2,0,0,0,0,1,5,7
Jason Collier,2002,2070,13,2,4,0,0,1,1,1,1,2,0,0,0,0,1,5,7
Keldon Johnson,2019,2069,17,3,5,0,1,2,2,0,2,3,0,0,0,0,1,9,7
J.R. Reid,1999,2069,16,2,4,0,0,1,1,0,2,3,0,0,0,0,2,5,7
Cherokee Parks,1999,2068,15,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,7
Wade Baldwin,2017,2062,9,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,7
Haywoode Workman,1997,2060,17,1,4,0,1,0,0,0,1,1,3,0,0,1,1,4,7
Greg Stiemsma,2012,2049,13,1,2,0,0,0,0,0,2,3,0,0,1,0,2,3,7
Caris LeVert,2017,2048,25,4,11,1,3,2,2,0,2,3,3,1,0,1,1,13,7
Moritz Wagner,2018,2045,14,2,4,0,1,1,1,0,2,3,0,0,0,1,2,6,7
Xavier Henry,2012,2036,15,1,4,0,0,1,2,0,1,1,0,0,0,0,1,5,7
Jarron Collins,2005,2034,14,1,2,0,0,1,1,1,1,2,0,0,0,0,2,3,7
Anthony Carter,2004,2029,18,1,4,0,0,0,0,0,1,2,3,0,0,1,1,4,7
William Avery,2000,2027,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,7
Ike Diogu,2008,2026,11,2,4,0,0,1,2,1,1,3,0,0,0,0,1,5,7
Gigi Datome,2013,2015,7,1,3,0,1,0,0,0,1,1,0,0,0,0,0,3,7
Shannon Brown,2010,2008,16,2,6,0,1,1,1,0,1,1,1,0,0,0,1,7,7
Royce White,2012,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Curtis Borchardt,2003,2006,12,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3,7
Rondae Hollis-Jefferson,2017,2004,21,3,7,0,0,2,3,1,4,5,1,0,0,1,2,9,7
Dorian Finney-Smith,2017,1994,24,2,5,1,3,0,1,1,2,4,1,0,0,0,2,7,7
DerMarr Johnson,2003,1983,16,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6,7
Troy Bell,2004,1981,5,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,7
Landry Shamet,2018,1977,23,2,6,2,5,1,1,0,1,1,1,0,0,0,2,8,7
Courtney Alexander,2002,1971,20,3,8,0,0,1,2,0,1,2,1,0,0,1,1,8,7
Scott Burrell,1997,1966,15,1,5,0,2,0,0,0,2,2,0,0,0,0,2,5,7
Vincent Askew,1996,1964,17,1,3,0,0,1,1,0,1,2,1,0,0,1,2,4,7
Alan Williams,2016,1963,12,2,4,0,0,1,2,1,3,5,0,0,0,0,2,6,7
Troy Daniels,2016,1961,14,2,5,1,4,0,0,0,1,1,0,0,0,0,1,6,7
Craig Smith,2008,1960,16,3,5,0,0,1,2,1,2,3,0,0,0,1,2,7,7
Justin Patton,2018,1960,4,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,7
Renaldo Balkman,2009,1959,12,1,3,0,0,0,1,1,2,3,0,0,0,0,1,3,7
Justin Anderson,2016,1955,12,1,4,0,2,0,1,0,1,2,0,0,0,0,1,5,7
Dahntay Jones,2008,1948,14,1,4,0,0,1,1,0,1,1,0,0,0,0,1,5,7
Earl Boykins,2003,1935,19,3,7,0,1,1,2,0,0,1,3,0,0,1,1,8,7
Robert Williams,2018,1920,10,1,2,0,0,0,0,1,2,3,0,0,1,0,1,3,7
Kirk Haston,2002,1912,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Jacob Evans,2018,1908,9,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,7
Joey Graham,2007,1902,15,2,4,0,0,1,1,0,2,2,0,0,0,0,2,5,7
Joffrey Lauvergne,2015,1901,12,2,4,0,0,0,1,1,2,3,0,0,0,0,1,5,7
Jake Layman,2017,1899,12,1,4,0,1,0,0,0,1,1,0,0,0,0,1,5,7
Jake Voskuhl,2004,1895,13,1,3,0,0,1,1,1,2,3,0,0,0,0,2,4,7
Chris Singleton,2012,1888,17,1,4,0,1,0,0,0,2,3,0,0,0,0,2,4,7
Caleb Swanigan,2018,1886,8,0,2,0,0,0,0,0,2,2,0,0,0,0,1,2,7
Tyler Lydon,2017,1886,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Omari Spellman,2018,1881,17,2,5,0,2,1,1,1,2,4,0,0,0,0,1,6,7
Tim Legler,1997,1879,11,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3,7
Todd Day,1998,1877,19,3,8,1,3,1,2,0,1,2,1,0,0,1,2,9,7
Mark Strickland,1999,1874,11,1,3,0,0,0,1,0,1,2,0,0,0,0,1,4,7
Tony Massenburg,2000,1859,16,2,4,0,0,1,1,1,2,4,0,0,0,0,2,5,7
Eric Mobley,1996,1858,10,1,2,0,0,0,1,1,1,2,0,0,0,1,1,2,7
Khem Birch,2018,1857,15,1,3,0,0,1,1,1,2,4,0,0,0,0,1,4,7
Glenn Robinson III,2016,1849,16,2,4,0,1,0,0,0,1,2,0,0,0,0,0,5,7
Shabazz Napier,2016,1846,16,2,5,0,2,1,1,0,1,1,2,0,0,1,1,7,7
Robert Parish,1996,1841,8,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,7
Patrick McCaw,2017,1837,15,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,7
Tyler Ennis,2015,1837,12,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,7
Oleksiy Pecherov,2008,1833,8,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,7
Kyle Kuzma,2018,1831,28,5,12,1,5,2,2,0,4,5,1,0,0,1,2,15,7
Bryce Drew,2000,1828,15,1,4,0,1,0,0,0,0,1,2,0,0,0,1,4,7
Francisco Elson,2007,1823,14,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3,7
Bill Wennington,1997,1821,10,1,3,0,0,0,0,0,1,1,0,0,0,0,1,3,7
Tony Bradley,2018,1820,9,1,2,0,0,0,0,1,2,4,0,0,0,0,1,4,7
Gary Neal,2013,1817,20,3,8,1,3,1,1,0,1,2,1,0,0,1,1,9,7
Rodions Kurucs,2018,1812,17,2,5,0,2,0,1,0,2,3,0,0,0,1,2,6,7
Derrick White,2018,1807,22,3,7,0,2,1,2,0,2,3,3,0,0,1,1,9,7
Brian Roberts,2014,1805,15,2,5,0,1,1,1,0,1,1,2,0,0,0,1,6,7
Shammond Williams,2001,1805,15,2,5,0,2,0,1,0,1,1,2,0,0,1,1,5,7
Jimmer Fredette,2013,1803,12,2,5,0,2,0,0,0,0,1,1,0,0,0,0,5,7
Josh Hart,2018,1794,24,3,7,1,4,1,1,0,4,4,1,0,0,0,2,8,7
Jumaine Jones,2002,1776,20,2,6,0,2,0,0,1,2,4,0,0,0,0,1,6,7
Jarell Martin,2016,1772,15,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5,7
Bruno Caboclo,2016,1771,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,7
Matt Bullard,1999,1769,14,1,4,1,2,0,0,0,1,1,0,0,0,0,1,5,7
Viktor Khryapa,2005,1768,16,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,7
Mark West,1997,1767,9,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,7
Clifford Rozier,1996,1767,15,1,3,0,0,0,1,2,2,5,0,0,0,0,2,4,7
Sergey Karasev,2014,1759,11,1,2,0,1,0,0,0,1,1,0,0,0,0,0,3,7
Shane Larkin,2014,1754,18,2,4,0,1,0,0,0,1,1,2,0,0,1,1,5,7
Javaris Crittenton,2008,1751,15,2,4,0,0,1,1,0,1,2,1,0,0,1,1,5,7
Josh Boone,2007,1746,16,2,3,0,0,0,1,1,2,4,0,0,0,0,1,5,7
Pascal Siakam,2017,1741,26,5,10,0,2,2,2,1,4,5,2,0,0,1,2,13,7
Furkan Korkmaz,2018,1740,16,2,6,1,3,0,1,0,1,2,0,0,0,0,1,7,7
Cal Bowdler,2000,1738,9,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,7
Jason Hart,2004,1736,14,1,4,0,0,0,1,0,1,1,2,0,0,0,1,4,7
Rodrigue Beaubois,2010,1730,15,2,6,0,2,0,1,0,1,1,2,0,0,1,1,6,7
Norris Cole,2013,1729,20,2,6,0,1,0,1,0,1,1,2,0,0,1,1,6,7
Dejounte Murray,2017,1728,19,3,7,0,0,1,1,0,3,4,2,1,0,1,1,7,7
Johnny Taylor,1998,1724,15,1,4,0,1,0,0,0,1,2,0,0,0,0,2,4,7
Damian Jones,2017,1721,12,1,2,0,0,0,1,1,1,2,0,0,0,0,2,4,7
Bill Curley,1998,1720,10,1,2,0,0,0,0,0,1,1,0,0,0,0,2,2,7
Jerian Grant,2017,1719,17,2,5,0,1,1,1,0,1,1,2,0,0,0,1,5,7
Roger Mason,2007,1714,17,2,5,1,2,0,0,0,1,1,1,0,0,0,1,6,7
Malik Allen,2005,1714,14,2,4,0,0,0,0,0,1,2,0,0,0,0,1,4,7
Sean Williams,2008,1713,13,1,3,0,0,0,1,1,2,3,0,0,1,0,2,4,7
Kareem Rush,2005,1711,16,2,6,0,2,0,0,0,1,1,0,0,0,0,1,6,7
Eddie House,2005,1706,16,2,6,1,2,0,0,0,1,1,1,0,0,0,1,7,7
Sean Kilpatrick,2015,1699,19,3,8,1,3,2,2,0,2,2,1,0,0,1,1,10,7
Terry Dehere,1997,1685,15,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5,7
Ryan Humphrey,2003,1683,8,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,7
Nando De Colo,2012,1679,10,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,7
Adreian Payne,2015,1671,12,1,4,0,0,0,0,0,2,2,0,0,0,0,1,4,7
Todd Fuller,1998,1666,10,1,3,0,0,0,1,1,1,2,0,0,0,0,1,3,7
Malachi Richardson,2017,1661,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,7
Craig Brackins,2010,1660,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Mitch McGary,2015,1660,10,1,3,0,0,0,0,1,2,3,0,0,0,0,1,4,7
Roshown McLeod,1999,1643,17,2,7,0,0,1,1,0,1,2,1,0,0,1,1,7,7
Ronnie Price,2011,1642,12,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3,7
Terrence Jones,2014,1636,23,4,8,0,1,1,2,1,3,5,1,0,1,0,1,10,7
Alfonzo McKinnie,2018,1632,12,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,7
Julius Hodge,2005,1629,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Mitchell Robinson,2018,1628,21,3,4,0,0,1,2,2,3,6,0,0,2,0,3,8,7
Deyonta Davis,2017,1625,11,1,3,0,0,0,0,0,2,3,0,0,0,0,1,4,7
Reggie Williams,2010,1624,17,2,6,0,2,0,1,0,1,2,1,0,0,0,1,7,7
Aaron Gray,2010,1622,11,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3,7
Nolan Smith,2011,1618,9,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,7
Keith Askins,1997,1617,16,1,3,0,1,0,0,0,1,2,0,0,0,0,2,3,7
Ryan Hollins,2010,1614,11,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,7
Greg Foster,1999,1608,12,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,7
Arvydas Macijauskas,2006,1604,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Luke Babbitt,2013,1602,13,1,4,1,2,0,0,0,1,2,0,0,0,0,1,4,7
Kendall Marshall,2013,1598,18,1,4,0,2,0,0,0,1,1,4,0,0,1,1,5,7
Ronald Murray,2005,1598,22,3,8,0,2,1,2,0,1,2,2,0,0,1,1,9,7
Dickey Simpkins,1998,1597,17,1,3,0,0,1,2,1,2,4,1,0,0,1,2,4,7
Jordan Adams,2015,1594,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7
Eddie Johnson,1997,1592,18,2,7,0,2,1,1,0,1,2,1,0,0,0,1,8,7
Nigel Williams-Goss,2019,1591,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Isaiah Roby,2019,1591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Rodney Carney,2008,1578,14,2,5,0,1,0,1,0,1,1,0,0,0,0,1,5,7
Toney Douglas,2012,1575,18,2,6,1,3,0,1,0,1,2,2,0,0,1,1,7,7
Tim Frazier,2016,1559,16,1,4,0,1,0,1,0,1,2,3,0,0,1,1,4,7
Chris Anstey,1998,1557,13,1,4,0,0,1,1,1,2,3,0,0,0,0,2,5,7
