,playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos
899,Caleb Martin,17,2,4,1,2,0,1,0,1,2,1,0,0,0,1,6,F
900,Haywoode Workman,17,1,4,0,1,0,0,0,1,1,3,0,0,1,1,4,G
901,Keldon Johnson,17,3,5,0,1,2,2,0,2,3,0,0,0,0,1,9,G
902,Timofey Mozgov,17,2,5,0,0,1,1,1,3,4,0,0,0,1,2,6,C
903,Greg Minor,17,2,5,0,0,0,1,0,1,2,1,0,0,0,1,5,G-F
904,Terry Cummings,17,3,6,0,0,1,1,1,2,4,0,0,0,0,2,7,F
905,Boštjan Nachbar,17,2,5,1,2,1,1,0,2,2,0,0,0,0,2,7,F
906,Sonny Weems,17,2,6,0,0,0,0,0,1,2,1,0,0,1,1,6,G-F
907,Shelvin Mack,17,2,5,0,2,0,1,0,1,1,3,0,0,1,1,6,G
908,Brian Skinner,17,1,3,0,0,0,1,1,3,4,0,0,0,0,2,4,F
909,Byron Mullens,17,2,7,0,1,0,1,1,3,4,0,0,0,0,1,7,C
910,Byron Scott,17,2,4,0,2,1,1,0,1,1,1,0,0,0,1,6,G
911,Jason Kapono,17,2,5,0,2,0,0,0,1,1,0,0,0,0,1,6,F
912,Eric Murdock,17,2,5,0,1,1,1,0,1,1,2,1,0,1,1,6,G
913,Carlos Arroyo,17,2,5,0,0,1,1,0,1,1,3,0,0,1,1,6,G
914,Josh Boone,16,2,3,0,0,0,1,1,2,4,0,0,0,0,1,5,F-C
915,Paul Zipser,16,1,4,0,2,0,0,0,2,2,0,0,0,0,1,4,G-F
916,Terence Davis,16,2,5,1,3,0,0,0,2,3,1,0,0,1,1,7,G
917,Manny Harris,16,2,5,0,1,1,1,0,2,2,1,0,0,1,1,6,G
918,Moochie Norris,16,1,4,0,0,1,1,0,1,1,2,0,0,1,1,5,G
919,Pablo Prigioni,16,1,2,0,2,0,0,0,1,1,2,0,0,0,1,3,G
920,Malik Rose,16,2,5,0,0,1,2,1,2,4,0,0,0,1,2,6,F-C
921,Xavier McDaniel,16,1,4,0,0,0,1,1,2,4,0,0,0,0,2,4,F
922,Tim Frazier,16,1,4,0,1,0,1,0,1,2,3,0,0,1,1,4,G
923,Malik Monk,16,3,7,1,4,1,1,0,1,1,1,0,0,1,1,8,G
924,Jaxson Hayes,16,2,4,0,0,1,2,1,2,4,0,0,0,0,2,7,F
925,Shabazz Napier,16,2,5,0,2,1,1,0,1,1,2,0,0,1,1,7,G
926,Salim Stoudamire,16,2,6,1,2,1,1,0,1,1,1,0,0,1,1,7,G
927,Naz Reid,16,3,8,1,3,1,1,1,3,4,1,0,0,0,2,8,F
928,Zach Collins,16,2,4,0,1,0,1,1,2,3,0,0,0,0,2,5,C-F
929,Scott Williams,16,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5,F-C
930,Keith Askins,16,1,3,0,1,0,0,0,1,2,0,0,0,0,2,3,G-F
931,Tony Massenburg,16,2,4,0,0,1,1,1,2,4,0,0,0,0,2,5,F
932,Tony Smith,16,1,4,0,1,0,0,0,0,1,2,0,0,1,1,4,G
933,Kareem Rush,16,2,6,0,2,0,0,0,1,1,0,0,0,0,1,6,G
934,Nicolò Melli,16,2,5,1,3,0,1,0,2,3,1,0,0,0,2,6,F
935,Noah Vonleh,16,1,4,0,0,0,1,1,3,5,0,0,0,0,1,4,F
936,Kevinn Pinkney,16,2,4,0,0,1,1,1,1,2,0,0,0,0,2,5,F
937,Pero Antić,16,1,5,0,2,1,1,0,2,3,0,0,0,0,2,5,C-F
938,Roy Rogers,16,2,4,0,0,0,1,1,2,3,0,0,1,0,1,4,F
939,Svi Mykhailiuk,16,2,5,1,3,0,0,0,1,1,1,0,0,0,1,6,G-F
940,Lawrence Moten,16,2,6,0,1,0,1,0,1,1,1,0,0,1,1,6,G
941,Lavoy Allen,16,2,4,0,0,0,0,1,2,4,0,0,0,0,1,4,F-C
942,Rodrick Rhodes,16,1,4,0,0,1,2,0,0,1,1,0,0,1,1,5,G-F
943,Shabazz Muhammad,16,3,7,0,1,1,2,1,1,2,0,0,0,0,1,8,F-G
944,Justin Hamilton,16,2,5,0,1,0,0,1,2,3,0,0,0,0,1,6,C
945,Walter McCarty,16,1,4,0,2,0,0,0,1,2,1,0,0,0,2,5,F
946,Rodney Buford,16,2,6,0,1,0,0,0,1,2,0,0,0,0,1,5,G-F
947,Shannon Brown,16,2,6,0,1,1,1,0,1,1,1,0,0,0,1,7,G
948,Shaquille Harrison,16,2,5,0,1,1,1,0,2,2,1,1,0,0,1,6,G
949,Ricky Pierce,16,2,6,0,1,1,2,0,1,1,1,0,0,0,1,8,G
950,Shawne Williams,16,2,5,0,2,0,0,0,2,3,0,0,0,0,2,5,F
951,Wes Iwundu,16,1,3,0,1,1,1,0,1,2,1,0,0,0,1,4,F
952,John Amaechi,16,2,5,0,0,1,2,0,1,2,0,0,0,1,1,6,C-F
953,Skal Labissière,16,2,5,0,0,1,1,1,2,4,1,0,0,1,2,7,F
954,MarShon Brooks,16,2,6,0,1,1,1,0,1,2,1,0,0,1,1,7,G-F
955,Viktor Khryapa,16,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,F
956,Tyler Zeller,16,2,5,0,0,1,1,1,2,4,0,0,0,0,2,6,F-C
957,Mike Batiste,16,2,6,0,1,0,1,1,2,3,0,0,0,0,1,6,F
958,Stanley Roberts,16,2,5,0,0,1,2,1,3,4,0,0,0,0,2,6,C
959,Kirk Snyder,16,2,5,0,1,1,1,0,1,2,1,0,0,0,1,6,G
960,Tyler Hansbrough,16,2,4,0,0,2,3,1,2,4,0,0,0,0,2,6,F
961,Luke Walton,16,1,4,0,0,0,0,0,1,2,2,0,0,1,1,4,F
962,Jonas Jerebko,16,2,4,0,1,0,1,1,2,3,0,0,0,0,1,5,F
963,Anfernee Simons,16,2,6,0,2,0,1,0,1,1,1,0,0,0,1,6,G
964,Furkan Korkmaz,16,2,6,1,3,0,1,0,1,2,0,0,0,0,1,7,G
965,DerMarr Johnson,16,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6,F
966,JaVale McGee,16,3,5,0,0,1,1,1,3,5,0,0,1,0,2,7,C
967,J.R. Reid,16,2,4,0,0,1,1,0,2,3,0,0,0,0,2,5,F
968,Darrick Martin,16,2,5,0,2,1,1,0,0,1,2,0,0,1,1,6,G
969,James Robinson,16,2,6,1,3,1,1,0,1,1,1,0,0,1,1,7,G
970,Emanual Davis,16,1,4,0,1,0,0,0,1,1,1,0,0,1,1,4,G
971,Austin Croshere,16,2,5,0,1,1,1,1,2,3,0,0,0,0,1,6,F
972,Etan Thomas,16,2,4,0,0,1,2,1,3,4,0,0,1,0,2,5,F
973,Donté Greene,16,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6,F
974,Felipe López,16,2,5,0,0,1,1,0,1,2,1,0,0,1,1,5,G
975,Andrew Lang,16,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3,C
976,Andrew DeClercq,16,1,3,0,0,0,1,1,2,4,0,0,0,0,3,4,F-C
977,Daequan Cook,16,2,5,1,3,0,0,0,1,2,0,0,0,0,1,6,G
978,Eddie House,16,2,6,1,2,0,0,0,1,1,1,0,0,0,1,7,G
979,Corie Blount,16,1,3,0,0,0,0,1,2,4,0,0,0,0,2,3,F
980,Donald Sloan,16,2,4,0,1,0,1,0,1,2,2,0,0,1,0,5,G
981,Henry Walker,16,2,4,1,2,0,0,0,1,2,0,0,0,0,2,5,F
982,James Anderson,16,2,5,0,2,0,0,0,1,2,1,0,0,0,1,5,G-F
983,Isaiah Taylor,16,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6,G
984,Craig Smith,16,3,5,0,0,1,2,1,2,3,0,0,0,1,2,7,F
985,Glenn Robinson III,16,2,4,0,1,0,0,0,1,2,0,0,0,0,0,5,G-F
986,Cory Alexander,16,2,5,0,2,1,1,0,1,1,2,0,0,1,1,6,G
987,Harvey Grant,16,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,F
988,Aaron Williams,16,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5,F-C
989,Mike Scott,15,2,5,0,2,0,0,0,2,3,0,0,0,0,1,6,F
990,John Wallace,15,2,6,0,0,1,2,0,1,2,0,0,0,1,1,7,F
991,Derrick Zimmerman,15,1,1,0,0,0,0,0,1,2,3,0,0,2,2,2,G
992,Nazr Mohammed,15,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5,C
993,Jake Tsakalidis,15,1,3,0,0,1,1,1,2,3,0,0,0,0,2,4,C
994,Mike Sweetney,15,2,4,0,0,1,2,1,2,4,0,0,0,1,2,6,F
995,Jacque Vaughn,15,1,3,0,0,0,1,0,1,1,2,0,0,0,1,4,G
996,Miles Plumlee,15,2,4,0,0,0,1,1,2,4,0,0,0,0,1,4,C-F
997,Quincy Acy,15,1,3,0,1,0,1,0,2,3,0,0,0,0,1,4,F-C
998,DeJuan Blair,15,2,5,0,0,0,1,1,3,4,0,0,0,1,2,6,F-C
999,Nick Calathes,15,1,4,0,0,0,0,0,1,1,2,1,0,1,1,4,G
1000,Jakob Poeltl,15,2,3,0,0,0,1,1,2,4,0,0,0,0,2,5,C
1001,Pat Connaughton,15,1,4,0,2,0,0,0,2,2,1,0,0,0,1,4,G
1002,Mickaël Gelabale,15,1,3,0,0,0,0,0,1,2,0,0,0,0,1,4,F
1003,Patrick McCaw,15,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,G
1004,Damion James,15,1,3,0,0,0,1,0,2,3,0,0,0,0,1,3,G-F
1005,Joey Graham,15,2,4,0,0,1,1,0,2,2,0,0,0,0,2,5,F
1006,Ian Mahinmi,15,1,3,0,0,1,2,1,2,4,0,0,0,0,2,5,C
1007,Quincy Pondexter,15,1,3,0,1,0,0,0,1,1,0,0,0,0,1,4,G-F
1008,Clifford Rozier,15,1,3,0,0,0,1,2,2,5,0,0,0,0,2,4,C-F
1009,Christian Wood,15,3,6,0,1,2,2,1,3,4,0,0,0,0,1,9,F
1010,Johnny Taylor,15,1,4,0,1,0,0,0,1,2,0,0,0,0,2,4,F
1011,Dwayne Bacon,15,2,5,0,1,0,0,0,2,2,1,0,0,0,1,5,G
1012,Dominic McGuire,15,1,2,0,0,0,0,1,2,3,1,0,0,0,1,2,F
1013,Don MacLean,15,2,6,0,0,1,2,0,2,2,0,0,0,1,1,7,F
1014,Kelan Martin,15,2,5,0,3,0,1,0,2,3,0,0,0,0,1,6,F
1015,Isaac Bonga,15,1,3,0,0,0,1,0,1,2,1,0,0,0,1,3,G
1016,Kenny Smith,15,2,4,1,2,0,0,0,0,0,2,0,0,1,0,6,G
1017,Gustavo Ayón,15,2,3,0,0,0,0,1,2,4,1,0,0,0,1,4,C
1018,Juancho Hernangómez,15,1,4,0,2,0,1,0,2,3,0,0,0,0,1,5,F
1019,Khem Birch,15,1,3,0,0,1,1,1,2,4,0,0,0,0,1,4,C-F
1020,Ivan Johnson,15,2,4,0,0,1,1,1,2,3,0,0,0,1,2,6,F
1021,Kosta Koufos,15,2,4,0,0,0,1,1,3,4,0,0,0,0,1,5,C
1022,Frank Jackson,15,2,6,0,2,0,1,0,1,1,1,0,0,0,1,7,G
1023,Ivica Zubac,15,3,5,0,0,1,1,1,3,5,0,0,0,0,1,7,C
1024,Larry Robinson,15,1,4,1,2,0,0,0,1,2,0,0,0,0,1,5,F-G
1025,Josh Gray,15,1,6,0,1,1,1,0,1,1,2,1,0,1,1,4,G
1026,Luka Šamanić,15,1,5,1,2,1,1,0,3,3,2,0,0,0,2,5,F
1027,Luke Kornet,15,2,5,1,3,0,0,0,2,2,1,0,0,0,1,6,F
1028,Elliot Perry,15,2,5,0,0,0,1,0,0,1,2,0,0,1,1,5,G
1029,Elijah Millsap,15,1,4,0,1,1,1,0,2,2,1,0,0,1,2,4,G-F
1030,Elie Okobo,15,1,4,0,1,0,1,0,1,1,2,0,0,0,1,4,G
1031,Eldridge Recasner,15,2,4,0,1,0,0,0,1,1,1,0,0,1,1,5,G
1032,JaKarr Sampson,15,2,4,0,1,0,1,0,2,2,0,0,0,0,1,5,G-F
1033,Marcus Banks,15,2,4,0,1,1,1,0,1,1,2,0,0,1,1,5,G
1034,Markel Brown,15,1,4,0,1,1,1,0,1,2,1,0,0,0,1,5,G
1035,Chris Crawford,15,2,5,0,0,1,1,0,1,2,0,0,0,0,1,6,F
1036,Matt Bonner,15,2,4,0,2,0,0,0,2,2,0,0,0,0,1,5,F
1037,Matt Carroll,15,2,5,0,1,1,1,0,1,1,0,0,0,0,1,6,G
1038,Donnell Harvey,15,2,4,0,0,1,1,1,2,4,0,0,0,1,2,5,F
1039,Melvin Ely,15,2,4,0,0,1,1,1,2,3,0,0,0,1,2,5,C
1040,Meyers Leonard,15,2,4,0,1,0,0,0,3,3,0,0,0,0,2,5,C-F
1041,Rodrigue Beaubois,15,2,6,0,2,0,1,0,1,1,2,0,0,1,1,6,G
1042,Keita Bates-Diop,15,2,4,0,1,0,1,0,2,2,0,0,0,0,0,5,F
1043,Bryce Drew,15,1,4,0,1,0,0,0,0,1,2,0,0,0,1,4,G
1044,Timothé Luwawu-Cabarrot,15,2,5,0,2,1,1,0,1,2,0,0,0,0,2,6,F
1045,Sedale Threatt,15,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3,G
1046,Adam Keefe,15,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4,F
1047,Cameron Payne,15,2,5,0,2,0,0,0,1,1,2,0,0,1,1,5,G
1048,B.J. Armstrong,15,2,4,0,0,0,0,0,1,1,2,0,0,0,1,5,G
1049,C.J. Williams,15,1,4,0,1,0,0,0,0,1,1,0,0,0,1,4,G
1050,Xavier Henry,15,1,4,0,0,1,2,0,1,1,0,0,0,0,1,5,G
1051,Terry Dehere,15,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5,G
1052,Shammond Williams,15,2,5,0,2,0,1,0,1,1,2,0,0,1,1,5,G
1053,Troy Williams,15,2,4,0,1,0,1,0,1,2,0,0,0,0,1,5,F
1054,Jaron Blossomgame,15,1,3,0,1,0,0,0,2,3,0,0,0,0,0,4,F
1055,Sharone Wright,15,2,6,0,0,1,2,1,1,2,0,0,0,1,2,6,F-C
1056,Javaris Crittenton,15,2,4,0,0,1,1,0,1,2,1,0,0,1,1,5,G
1057,Tyler Dorsey,15,2,6,1,3,0,1,0,1,2,1,0,0,0,1,6,G
1058,Brian Roberts,15,2,5,0,1,1,1,0,1,1,2,0,0,0,1,6,G
1059,Adrian Griffin,15,1,3,0,0,0,0,1,2,3,1,0,0,0,1,3,G-F
1060,Stacey Augmon,15,1,3,0,0,1,1,0,1,2,1,0,0,0,1,4,F-G
1061,Alex Garcia,15,1,5,0,1,0,0,0,0,1,1,0,0,0,1,4,G
1062,Billy Garrett,15,2,6,0,2,1,1,0,0,0,1,0,0,0,0,6,G
1063,Brad Wanamaker,15,1,4,0,1,1,1,0,1,1,2,0,0,0,1,5,G
1064,Steve Kerr,15,1,3,0,1,0,0,0,0,1,1,0,0,0,0,4,G
1065,Jarell Martin,15,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5,F
1066,Carl Herrera,15,2,5,0,0,0,1,1,1,2,0,0,0,0,2,5,F
1067,Sean May,15,2,5,0,0,1,1,1,2,4,0,0,0,1,1,6,F
1068,Brandan Wright,15,2,4,0,0,0,1,1,2,3,0,0,0,0,1,6,F-C
1069,Ronny Turiaf,15,1,3,0,0,1,1,1,2,3,1,0,1,0,2,4,F
1070,Cherokee Parks,15,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,C-F
1071,Álex Abrines,15,1,4,1,3,0,0,0,1,1,0,0,0,0,1,5,G-F
1072,Rusty LaRue,15,1,5,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1073,Sam Young,15,2,4,0,0,1,1,0,1,2,0,0,0,0,1,5,F
1074,Anžejs Pasečņiks,15,2,4,0,0,1,2,1,2,3,0,0,0,0,2,5,C
1075,Samaki Walker,15,1,4,0,0,1,1,1,3,4,0,0,0,0,1,5,F
1076,Tom Hammonds,15,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4,F
1077,Jason Smith,15,2,5,0,0,0,1,1,2,3,0,0,0,0,2,6,F-C
1078,Samardo Samuels,15,2,4,0,0,1,2,1,2,3,0,0,0,1,2,5,F
1079,Sasha Pavlović,15,1,4,0,1,0,0,0,1,1,0,0,0,0,1,4,G-F
1080,Jevon Carter,15,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4,G
1081,Chris Carr,15,2,6,0,1,1,1,0,1,2,1,0,0,1,1,7,G
1082,Treveon Graham,15,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,G
1083,Scot Pollard,15,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4,C
1084,Scott Burrell,15,1,5,0,2,0,0,0,2,2,0,0,0,0,2,5,G-F
1085,A.J. Guyton,15,2,5,0,2,0,0,0,0,1,1,0,0,0,0,5,G
1086,Malik Allen,14,2,4,0,0,0,0,0,1,2,0,0,0,0,1,4,F-C
1087,Tyrone Wallace,14,2,4,0,0,0,1,0,1,2,1,0,0,0,1,5,G
1088,Francisco Elson,14,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3,C
1089,Malcolm Lee,14,1,3,0,0,0,1,0,1,1,1,0,0,0,1,3,G
1090,Troy Daniels,14,2,5,1,4,0,0,0,1,1,0,0,0,0,1,6,G
1091,Fabricio Oberto,14,1,2,0,0,0,0,1,2,3,0,0,0,0,2,3,C-F
1092,Travis Diener,14,1,4,0,2,0,0,0,1,1,2,0,0,0,1,4,G
1093,Anthony Randolph,14,2,5,0,0,1,2,1,2,4,0,0,0,1,1,7,F
1094,Ron Baker,14,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,G
1095,Frank Brickowski,14,1,4,0,1,0,0,0,1,2,0,0,0,1,2,4,F-C
1096,Tyus Edney,14,1,4,0,0,2,2,0,0,1,2,0,0,1,1,5,G
1097,Keith Tower,14,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,C-F
1098,A.J. Price,14,2,5,0,2,0,1,0,1,1,2,0,0,0,0,5,G
1099,Hanno Möttölä,14,1,4,0,0,0,1,0,2,2,0,0,0,0,2,4,C
1100,Xavier Munford,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1101,Kevin Duckworth,14,1,3,0,0,0,0,0,1,2,0,0,0,1,2,4,C
1102,Kevin Gamble,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,F-G
1103,Greg Anderson,14,1,2,0,0,0,1,1,2,4,0,0,0,0,2,3,F-C
1104,Grayson Allen,14,2,5,1,3,1,1,0,1,1,0,0,0,0,1,7,G
1105,Kevin Ollie,14,1,3,0,0,1,1,0,1,1,2,0,0,0,1,3,G
1106,Kevin Séraphin,14,2,5,0,0,0,0,1,2,3,0,0,0,1,2,5,F
1107,Kevon Looney,14,1,3,0,0,0,1,1,2,3,0,0,0,0,1,4,F-C
1108,Antoine Carr,14,2,4,0,0,0,1,0,1,2,0,0,0,0,2,5,F-C
1109,Kornél Dávid,14,1,4,0,0,1,1,1,1,2,0,0,0,0,1,5,F
1110,Kyle Collinsworth,14,1,3,0,0,0,1,1,2,3,1,0,0,0,1,3,G-F
1111,Allan Ray,14,2,5,1,2,0,1,0,1,1,0,0,0,0,1,6,G
1112,Frank Mason III,14,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6,G
1113,Trajan Langdon,14,1,4,0,1,1,1,0,1,1,1,0,0,0,1,5,G
1114,Matt Bullard,14,1,4,1,2,0,0,0,1,1,0,0,0,0,1,5,F
1115,Antonio Anderson,14,1,3,0,0,0,0,1,0,1,0,0,0,1,1,2,G
1116,Shelden Williams,14,1,3,0,0,1,1,1,2,4,0,0,0,0,2,4,F
1117,Mo Bamba,14,2,4,0,1,0,1,1,3,4,0,0,1,0,2,5,C
1118,Derrick Brown,14,2,3,0,0,1,1,0,1,2,0,0,0,0,1,5,F
1119,Moritz Wagner,14,2,4,0,1,1,1,0,2,3,0,0,0,1,2,6,F-C
1120,Sergio Rodríguez,14,1,4,0,1,0,0,0,1,1,3,0,0,1,1,4,G
1121,Semaj Christon,14,1,3,0,1,0,0,0,1,1,2,0,0,0,1,2,G
1122,Dan Gadzuric,14,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4,C
1123,Dan Dickau,14,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5,G
1124,Sasha Vujačić,14,1,4,0,2,0,0,0,1,1,1,0,0,0,1,5,G
1125,Dahntay Jones,14,1,4,0,0,1,1,0,1,1,0,0,0,0,1,5,G-F
1126,D.J. White,14,2,4,0,0,0,1,0,2,3,0,0,0,0,1,5,F
1127,Cristiano Felício,14,1,3,0,0,0,1,1,2,4,0,0,0,0,1,4,F-C
1128,Cory Carr,14,1,5,0,0,0,0,0,0,1,1,0,0,1,1,4,G
1129,Sam Dekker,14,2,4,0,1,0,0,0,2,3,0,0,0,0,0,5,F
1130,Chucky Brown,14,2,4,0,0,0,0,0,1,2,0,0,0,0,1,4,F
1131,Robert Swift,14,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,C
1132,Rodney Carney,14,2,5,0,1,0,1,0,1,1,0,0,0,0,1,5,F
1133,Rodney White,14,2,6,0,1,0,1,0,1,2,1,0,0,1,1,6,F
1134,Mindaugas Kuzminskas,14,2,5,0,2,0,0,0,1,1,1,0,0,0,1,6,F
1135,Mike Taylor,14,2,5,0,0,1,1,0,1,1,2,0,0,1,1,5,G
1136,Antonio Blakeney,14,2,7,0,1,1,1,0,1,1,0,0,0,0,0,7,G
1137,Brent Price,14,1,3,0,2,0,1,0,0,1,2,0,0,1,1,4,G
1138,Marcelo Huertas,14,1,3,0,1,0,0,0,1,1,3,0,0,1,1,3,G
1139,Archie Goodwin,14,2,5,0,1,1,2,0,1,2,1,0,0,1,1,6,G
1140,Aron Baynes,14,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5,C
1141,Todd MacCulloch,14,2,4,0,0,0,1,1,2,3,0,0,0,0,2,5,C
1142,Mardy Collins,14,1,4,0,0,0,0,0,1,1,1,0,0,1,1,3,G
1143,Marreese Speights,14,3,6,0,0,1,1,1,2,3,0,0,0,0,2,7,C-F
1144,Bernard Robinson,14,1,3,0,0,1,1,0,1,2,0,0,0,0,1,4,G-F
1145,Chris Dudley,14,0,2,0,0,0,1,1,2,4,0,0,0,0,2,2,C
1146,Tarik Black,14,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4,C-F
1147,Stojko Vranković,14,1,2,0,0,0,0,1,2,3,0,0,1,0,2,3,C
1148,Steven Hunter,14,1,3,0,0,0,1,1,1,3,0,0,1,0,1,4,C
1149,Michael Cage,14,0,1,0,0,0,0,1,2,3,0,0,0,0,1,1,F-C
1150,Michael Doleac,14,2,4,0,0,0,0,0,2,3,0,0,0,0,2,4,C
1151,Sterling Brown,14,1,4,0,2,0,0,0,2,3,1,0,0,0,1,5,G
1152,Brandon Sampson,14,2,4,0,2,0,0,0,0,1,0,0,0,0,1,5,G
1153,Mike Muscala,14,1,4,0,1,0,0,0,2,3,0,0,0,0,1,5,F-C
1154,Mike Penberthy,14,1,4,0,2,0,0,0,0,1,1,0,0,0,1,4,G
1155,Jason Hart,14,1,4,0,0,0,1,0,1,1,2,0,0,0,1,4,G
1156,Željko Rebrača,14,2,4,0,0,1,1,0,2,3,0,0,0,0,2,5,C
1157,Jordan Williams,14,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4,F
1158,Jannero Pargo,14,2,6,0,2,0,0,0,1,1,1,0,0,1,1,6,G
1159,James Jones,14,1,4,1,2,0,0,0,1,1,0,0,0,0,1,4,F-G
1160,Jim McIlvaine,14,1,2,0,0,0,0,1,1,3,0,0,1,0,2,2,C
1161,Jelani McCoy,14,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,C
1162,Jan Veselý,14,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3,F
1163,Ivan Rabb,14,2,4,0,0,0,1,1,2,4,1,0,0,0,1,5,F
1164,Jawun Evans,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1165,Jon Leuer,14,2,5,0,0,0,1,0,2,3,0,0,0,0,1,6,F
1166,Jarron Collins,14,1,2,0,0,1,1,1,1,2,0,0,0,0,2,3,F-C
1167,Joel Anthony,14,0,1,0,0,0,0,1,1,2,0,0,1,0,1,2,C
1168,Johan Petro,14,2,4,0,0,0,0,1,2,3,0,0,0,0,2,4,C
1169,Earl Clark,13,1,4,0,0,0,0,0,2,3,0,0,0,0,1,4,F
1170,Earl Barron,13,1,4,0,0,0,1,1,2,3,0,0,0,0,1,4,C
1171,Cartier Martin,13,1,4,0,2,0,0,0,1,1,0,0,0,0,1,5,F
1172,Jeff Adrien,13,1,3,0,0,1,1,1,2,4,0,0,0,0,1,4,F
1173,Kostas Papanikolaou,13,1,3,0,1,0,0,0,1,2,1,0,0,1,1,3,F
1174,Dwight Buycks,13,2,5,0,1,1,1,0,1,1,1,0,0,1,1,6,G
1175,Andrew White,13,1,4,1,3,0,0,0,2,2,0,0,0,0,0,4,G
1176,Sean Rooks,13,1,3,0,0,0,1,0,1,2,0,0,0,0,2,3,C
1177,David Harrison,13,1,3,0,0,1,2,0,1,2,0,0,0,1,2,4,C
1178,Andrew Nicholson,13,2,5,0,0,0,0,0,2,3,0,0,0,0,1,5,F
1179,Marcus Williams,13,1,5,0,1,0,0,0,1,1,2,0,0,1,0,5,G
1180,Marcus Williams,13,1,5,0,1,0,0,0,1,1,2,0,0,1,0,5,F
1181,Charles Smith,13,2,4,0,1,0,0,0,1,1,0,0,0,0,1,4,F-C
1182,Charles Smith,13,2,4,0,1,0,0,0,1,1,0,0,0,0,1,4,G
1183,Charles Smith,13,2,4,0,1,0,0,0,1,1,0,0,0,0,1,4,G
1184,Chasson Randle,13,1,4,0,2,1,1,0,0,1,1,0,0,0,1,5,G
1185,Dragan Tarlać,13,0,2,0,0,0,0,0,1,2,0,0,0,0,2,2,C
1186,Gerard King,13,1,3,0,0,0,0,0,2,2,0,0,0,0,1,4,F
1187,Chris Anstey,13,1,4,0,0,1,1,1,2,3,0,0,0,0,2,5,C
1188,Isaiah Briscoe,13,1,3,0,0,0,0,0,1,1,2,0,0,0,1,3,G
1189,Matt Freije,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1190,Dontell Jefferson,13,1,3,0,0,1,1,0,1,2,1,0,0,1,1,4,G
1191,Chris Herren,13,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3,G
1192,Vladimir Stepania,13,1,3,0,0,0,1,1,2,4,0,0,0,0,1,4,C
1193,Grant Williams,13,1,2,0,1,0,0,0,1,2,0,0,0,0,2,3,F
1194,Robert Traylor,13,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,F
1195,Sean Williams,13,1,3,0,0,0,1,1,2,3,0,0,1,0,2,4,C-F
1196,Jerome James,13,1,3,0,0,0,1,1,2,3,0,0,1,1,2,4,C
1197,Cameron Reynolds,13,1,4,1,2,0,0,0,1,1,0,0,0,0,1,5,G
1198,Axel Toupane,13,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3,G-F
1199,Linton Johnson,13,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3,F
1200,Eugene Jeter,13,1,4,0,0,0,0,0,0,1,2,0,0,0,0,4,G
1201,Evan Eschmeyer,13,1,2,0,0,0,1,1,2,3,0,0,0,0,2,2,C
1202,Lloyd Daniels,13,1,5,0,2,0,0,0,0,1,1,0,0,0,1,4,G
1203,Terence Morris,13,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,F
